ubigeo,llave_distrito,dpto_hecho_new,prov_hecho,dist_hecho,denuncias_2024_2026,vehiculos_pnp,vehiculos_operativos,comisarias
050502,AYACUCHO|LA MAR|ANCO,AYACUCHO,LA MAR,ANCO,42,0,0,0
050503,AYACUCHO|LA MAR|AYNA,AYACUCHO,LA MAR,AYNA,370,10,9,1
050504,AYACUCHO|LA MAR|CHILCAS,AYACUCHO,LA MAR,CHILCAS,12,0,0,0
050505,AYACUCHO|LA MAR|CHUNGUI,AYACUCHO,LA MAR,CHUNGUI,115,3,2,1
050506,AYACUCHO|LA MAR|LUIS CARRANZA,AYACUCHO,LA MAR,LUIS CARRANZA,13,0,0,0
050507,AYACUCHO|LA MAR|SANTA ROSA,AYACUCHO,LA MAR,SANTA ROSA,378,8,5,1
050508,AYACUCHO|LA MAR|TAMBO,AYACUCHO,LA MAR,TAMBO,189,15,12,1
050509,AYACUCHO|LA MAR|PALMAPAMPA,AYACUCHO,LA MAR,PALMAPAMPA,383,33,19,0
050601,AYACUCHO|LUCANAS|PUQUIO,AYACUCHO,LUCANAS,PUQUIO,1255,4,3,1
050602,AYACUCHO|LUCANAS|AUCARA,AYACUCHO,LUCANAS,AUCARA,71,2,2,1
050603,AYACUCHO|LUCANAS|CABANA,AYACUCHO,LUCANAS,CABANA,49,1,1,1
050604,AYACUCHO|LUCANAS|CARMEN SALCEDO,AYACUCHO,LUCANAS,CARMEN SALCEDO,22,2,2,1
050605,AYACUCHO|LUCANAS|CHAVINA,AYACUCHO,LUCANAS,CHAVIÑA,86,0,0,0
050606,AYACUCHO|LUCANAS|CHIPAO,AYACUCHO,LUCANAS,CHIPAO,92,2,1,1
050607,AYACUCHO|LUCANAS|HUAC-HUAS,AYACUCHO,LUCANAS,HUAC-HUAS,5,0,0,0
050608,AYACUCHO|LUCANAS|LARAMATE,AYACUCHO,LUCANAS,LARAMATE,31,0,0,1
050609,AYACUCHO|LUCANAS|LEONCIO PRADO,AYACUCHO,LUCANAS,LEONCIO PRADO,5,8,6,0
050610,AYACUCHO|LUCANAS|LLAUTA,AYACUCHO,LUCANAS,LLAUTA,6,0,0,0
050611,AYACUCHO|LUCANAS|LUCANAS,AYACUCHO,LUCANAS,LUCANAS,53,0,0,0
050612,AYACUCHO|LUCANAS|OCANA,AYACUCHO,LUCANAS,OCAÑA,5,1,0,0
050613,AYACUCHO|LUCANAS|OTOCA,AYACUCHO,LUCANAS,OTOCA,22,2,0,1
050614,AYACUCHO|LUCANAS|SAISA,AYACUCHO,LUCANAS,SAISA,5,0,0,0
050615,AYACUCHO|LUCANAS|SAN CRISTOBAL,AYACUCHO,LUCANAS,SAN CRISTOBAL,9,0,0,0
050616,AYACUCHO|LUCANAS|SAN JUAN,AYACUCHO,LUCANAS,SAN JUAN,24,0,0,0
050617,AYACUCHO|LUCANAS|SAN PEDRO,AYACUCHO,LUCANAS,SAN PEDRO,23,0,0,0
050618,AYACUCHO|LUCANAS|SAN PEDRO DE PALCO,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,1,0,0,0
050619,AYACUCHO|LUCANAS|SANCOS,AYACUCHO,LUCANAS,SANCOS,37,0,0,0
050620,AYACUCHO|LUCANAS|SANTA ANA DE HUAYCAHUACHO,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,14,0,0,0
050621,AYACUCHO|LUCANAS|SANTA LUCIA,AYACUCHO,LUCANAS,SANTA LUCIA,67,1,1,1
050701,AYACUCHO|PARINACOCHAS|CORACORA,AYACUCHO,PARINACOCHAS,CORACORA,493,2,2,1
050702,AYACUCHO|PARINACOCHAS|CHUMPI,AYACUCHO,PARINACOCHAS,CHUMPI,8,0,0,0
050703,AYACUCHO|PARINACOCHAS|CORONEL CASTANEDA,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,7,0,0,0
050704,AYACUCHO|PARINACOCHAS|PACAPAUSA,AYACUCHO,PARINACOCHAS,PACAPAUSA,23,0,0,1
050705,AYACUCHO|PARINACOCHAS|PULLO,AYACUCHO,PARINACOCHAS,PULLO,72,0,0,0
050706,AYACUCHO|PARINACOCHAS|PUYUSCA,AYACUCHO,PARINACOCHAS,PUYUSCA,110,0,0,1
050707,AYACUCHO|PARINACOCHAS|SAN FRANCISCO DE RAVACAYCO,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,13,0,0,0
050708,AYACUCHO|PARINACOCHAS|UPAHUACHO,AYACUCHO,PARINACOCHAS,UPAHUACHO,3,0,0,0
050801,AYACUCHO|PAUCAR DEL SARA SARA|PAUSA,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,367,1,0,1
050802,AYACUCHO|PAUCAR DEL SARA SARA|COLTA,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,39,0,0,1
050804,AYACUCHO|PAUCAR DEL SARA SARA|LAMPA,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,20,0,0,0
050805,AYACUCHO|PAUCAR DEL SARA SARA|MARCABAMBA,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,28,0,0,1
050806,AYACUCHO|PAUCAR DEL SARA SARA|OYOLO,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,45,0,0,1
050807,AYACUCHO|PAUCAR DEL SARA SARA|PARARCA,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,1,0,0,0
050808,AYACUCHO|PAUCAR DEL SARA SARA|SAN JAVIER DE ALPABAMBA,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,12,0,0,0
050809,AYACUCHO|PAUCAR DEL SARA SARA|SAN JOSE DE USHUA,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSE DE USHUA,1,0,0,0
050810,AYACUCHO|PAUCAR DEL SARA SARA|SARA SARA,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,3,0,0,0
050901,AYACUCHO|SUCRE|QUEROBAMBA,AYACUCHO,SUCRE,QUEROBAMBA,232,3,1,1
050902,AYACUCHO|SUCRE|BELEN,AYACUCHO,SUCRE,BELEN,3,0,0,0
050903,AYACUCHO|SUCRE|CHALCOS,AYACUCHO,SUCRE,CHALCOS,11,0,0,0
050904,AYACUCHO|SUCRE|CHILCAYOC,AYACUCHO,SUCRE,CHILCAYOC,16,0,0,0
050905,AYACUCHO|SUCRE|HUACANA,AYACUCHO,SUCRE,HUACAÑA,4,0,0,0
050906,AYACUCHO|SUCRE|MORCOLLA,AYACUCHO,SUCRE,MORCOLLA,22,0,0,0
050907,AYACUCHO|SUCRE|PAICO,AYACUCHO,SUCRE,PAICO,13,0,0,0
050908,AYACUCHO|SUCRE|SAN PEDRO DE LARCAY,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,36,0,0,0
050909,AYACUCHO|SUCRE|SAN SALVADOR DE QUIJE,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,15,0,0,0
050910,AYACUCHO|SUCRE|SANTIAGO DE PAUCARAY,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,8,0,0,0
050911,AYACUCHO|SUCRE|SORAS,AYACUCHO,SUCRE,SORAS,65,3,3,1
051001,AYACUCHO|VICTOR FAJARDO|HUANCAPI,AYACUCHO,VICTOR FAJARDO,HUANCAPI,121,6,5,1
051002,AYACUCHO|VICTOR FAJARDO|ALCAMENCA,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,20,0,0,0
051003,AYACUCHO|VICTOR FAJARDO|APONGO,AYACUCHO,VICTOR FAJARDO,APONGO,11,0,0,0
051004,AYACUCHO|VICTOR FAJARDO|ASQUIPATA,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,8,0,0,0
051005,AYACUCHO|VICTOR FAJARDO|CANARIA,AYACUCHO,VICTOR FAJARDO,CANARIA,110,0,0,2
051006,AYACUCHO|VICTOR FAJARDO|CAYARA,AYACUCHO,VICTOR FAJARDO,CAYARA,8,0,0,0
051007,AYACUCHO|VICTOR FAJARDO|COLCA,AYACUCHO,VICTOR FAJARDO,COLCA,32,0,0,0
051008,AYACUCHO|VICTOR FAJARDO|HUAMANQUIQUIA,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,6,0,0,0
051009,AYACUCHO|VICTOR FAJARDO|HUANCARAYLLA,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,13,0,0,0
051010,AYACUCHO|VICTOR FAJARDO|HUAYA,AYACUCHO,VICTOR FAJARDO,HUAYA,24,0,0,0
051011,AYACUCHO|VICTOR FAJARDO|SARHUA,AYACUCHO,VICTOR FAJARDO,SARHUA,8,0,0,0
051012,AYACUCHO|VICTOR FAJARDO|VILCANCHOS,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,85,2,2,1
051101,AYACUCHO|VILCAS HUAMAN|VILCAS HUAMAN,AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,133,2,2,1
051102,AYACUCHO|VILCAS HUAMAN|ACCOMARCA,AYACUCHO,VILCAS HUAMAN,ACCOMARCA,4,0,0,0
051103,AYACUCHO|VILCAS HUAMAN|CARHUANCA,AYACUCHO,VILCAS HUAMAN,CARHUANCA,19,2,2,1
051104,AYACUCHO|VILCAS HUAMAN|CONCEPCION,AYACUCHO,VILCAS HUAMAN,CONCEPCION,41,2,1,0
051105,AYACUCHO|VILCAS HUAMAN|HUAMBALPA,AYACUCHO,VILCAS HUAMAN,HUAMBALPA,8,0,0,0
051106,AYACUCHO|VILCAS HUAMAN|INDEPENDENCIA,AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,1,0,0,0
051107,AYACUCHO|VILCAS HUAMAN|SAURAMA,AYACUCHO,VILCAS HUAMAN,SAURAMA,12,0,0,0
051108,AYACUCHO|VILCAS HUAMAN|VISCHONGO,AYACUCHO,VILCAS HUAMAN,VISCHONGO,37,0,0,0
060101,CAJAMARCA|CAJAMARCA|CAJAMARCA,CAJAMARCA,CAJAMARCA,CAJAMARCA,15823,159,52,2
060102,CAJAMARCA|CAJAMARCA|ASUNCION,CAJAMARCA,CAJAMARCA,ASUNCION,108,2,1,1
060103,CAJAMARCA|CAJAMARCA|CHETILLA,CAJAMARCA,CAJAMARCA,CHETILLA,3,1,1,0
060104,CAJAMARCA|CAJAMARCA|COSPAN,CAJAMARCA,CAJAMARCA,COSPAN,3,2,2,1
060105,CAJAMARCA|CAJAMARCA|ENCANADA,CAJAMARCA,CAJAMARCA,ENCAÑADA,191,3,1,0
060106,CAJAMARCA|CAJAMARCA|JESUS,CAJAMARCA,CAJAMARCA,JESUS,287,2,1,1
060107,CAJAMARCA|CAJAMARCA|LLACANORA,CAJAMARCA,CAJAMARCA,LLACANORA,69,0,0,0
060108,CAJAMARCA|CAJAMARCA|LOS BANOS DEL INCA,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,1411,14,7,0
060109,CAJAMARCA|CAJAMARCA|MAGDALENA,CAJAMARCA,CAJAMARCA,MAGDALENA,193,3,2,1
060110,CAJAMARCA|CAJAMARCA|MATARA,CAJAMARCA,CAJAMARCA,MATARA,105,1,1,1
060111,CAJAMARCA|CAJAMARCA|NAMORA,CAJAMARCA,CAJAMARCA,NAMORA,170,2,0,1
060112,CAJAMARCA|CAJAMARCA|SAN JUAN,CAJAMARCA,CAJAMARCA,SAN JUAN,91,3,3,1
060201,CAJAMARCA|CAJABAMBA|CAJABAMBA,CAJAMARCA,CAJABAMBA,CAJABAMBA,1900,3,1,1
060202,CAJAMARCA|CAJABAMBA|CACHACHI,CAJAMARCA,CAJABAMBA,CACHACHI,426,5,1,3
060203,CAJAMARCA|CAJABAMBA|CONDEBAMBA,CAJAMARCA,CAJABAMBA,CONDEBAMBA,276,1,1,1
060204,CAJAMARCA|CAJABAMBA|SITACOCHA,CAJAMARCA,CAJABAMBA,SITACOCHA,71,1,1,1
060301,CAJAMARCA|CELENDIN|CELENDIN,CAJAMARCA,CELENDIN,CELENDIN,1901,12,6,1
060303,CAJAMARCA|CELENDIN|CORTEGANA,CAJAMARCA,CELENDIN,CORTEGANA,28,1,1,1
060304,CAJAMARCA|CELENDIN|HUASMIN,CAJAMARCA,CELENDIN,HUASMIN,130,1,0,1
060305,CAJAMARCA|CELENDIN|JORGE CHAVEZ,CAJAMARCA,CELENDIN,JORGE CHAVEZ,4,0,0,0
060306,CAJAMARCA|CELENDIN|JOSE GALVEZ,CAJAMARCA,CELENDIN,JOSE GALVEZ,21,0,0,0
060307,CAJAMARCA|CELENDIN|MIGUEL IGLESIAS,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,4,1,1,1
060308,CAJAMARCA|CELENDIN|OXAMARCA,CAJAMARCA,CELENDIN,OXAMARCA,44,1,1,1
060309,CAJAMARCA|CELENDIN|SOROCHUCO,CAJAMARCA,CELENDIN,SOROCHUCO,39,1,0,1
060310,CAJAMARCA|CELENDIN|SUCRE,CAJAMARCA,CELENDIN,SUCRE,127,2,2,1
060311,CAJAMARCA|CELENDIN|UTCO,CAJAMARCA,CELENDIN,UTCO,12,0,0,0
060312,CAJAMARCA|CELENDIN|LA LIBERTAD DE PALLAN,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,2,0,0,0
060401,CAJAMARCA|CHOTA|CHOTA,CAJAMARCA,CHOTA,CHOTA,2166,8,2,1
060402,CAJAMARCA|CHOTA|ANGUIA,CAJAMARCA,CHOTA,ANGUIA,29,3,1,1
060403,CAJAMARCA|CHOTA|CHADIN,CAJAMARCA,CHOTA,CHADIN,1,0,0,0
060404,CAJAMARCA|CHOTA|CHIGUIRIP,CAJAMARCA,CHOTA,CHIGUIRIP,4,1,1,1
060405,CAJAMARCA|CHOTA|CHIMBAN,CAJAMARCA,CHOTA,CHIMBAN,2,2,1,1
060407,CAJAMARCA|CHOTA|COCHABAMBA,CAJAMARCA,CHOTA,COCHABAMBA,6,2,0,1
060408,CAJAMARCA|CHOTA|CONCHAN,CAJAMARCA,CHOTA,CONCHAN,7,3,2,1
060409,CAJAMARCA|CHOTA|HUAMBOS,CAJAMARCA,CHOTA,HUAMBOS,210,6,4,1
060410,CAJAMARCA|CHOTA|LAJAS,CAJAMARCA,CHOTA,LAJAS,27,2,2,1
060411,CAJAMARCA|CHOTA|LLAMA,CAJAMARCA,CHOTA,LLAMA,163,1,0,1
060412,CAJAMARCA|CHOTA|MIRACOSTA,CAJAMARCA,CHOTA,MIRACOSTA,31,2,0,1
060413,CAJAMARCA|CHOTA|PACCHA,CAJAMARCA,CHOTA,PACCHA,3,2,0,1
060415,CAJAMARCA|CHOTA|QUEROCOTO,CAJAMARCA,CHOTA,QUEROCOTO,144,2,1,1
060416,CAJAMARCA|CHOTA|SAN JUAN DE LICUPIS,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,24,1,0,1
060417,CAJAMARCA|CHOTA|TACABAMBA,CAJAMARCA,CHOTA,TACABAMBA,191,3,2,1
060418,CAJAMARCA|CHOTA|TOCMOCHE,CAJAMARCA,CHOTA,TOCMOCHE,5,1,0,1
060419,CAJAMARCA|CHOTA|CHALAMARCA,CAJAMARCA,CHOTA,CHALAMARCA,24,2,1,1
060501,CAJAMARCA|CONTUMAZA|CONTUMAZA,CAJAMARCA,CONTUMAZA,CONTUMAZA,322,2,2,1
060502,CAJAMARCA|CONTUMAZA|CHILETE,CAJAMARCA,CONTUMAZA,CHILETE,106,7,5,1
060504,CAJAMARCA|CONTUMAZA|GUZMANGO,CAJAMARCA,CONTUMAZA,GUZMANGO,14,1,1,1
060505,CAJAMARCA|CONTUMAZA|SAN BENITO,CAJAMARCA,CONTUMAZA,SAN BENITO,4,2,0,2
060506,CAJAMARCA|CONTUMAZA|SANTA CRUZ DE TOLED,CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,21,1,1,1
060507,CAJAMARCA|CONTUMAZA|TANTARICA,CAJAMARCA,CONTUMAZA,TANTARICA,63,1,0,2
060508,CAJAMARCA|CONTUMAZA|YONAN,CAJAMARCA,CONTUMAZA,YONAN,217,2,1,1
060601,CAJAMARCA|CUTERVO|CUTERVO,CAJAMARCA,CUTERVO,CUTERVO,2040,7,4,3
060602,CAJAMARCA|CUTERVO|CALLAYUC,CAJAMARCA,CUTERVO,CALLAYUC,139,2,1,1
060603,CAJAMARCA|CUTERVO|CHOROS,CAJAMARCA,CUTERVO,CHOROS,40,2,0,1
060604,CAJAMARCA|CUTERVO|CUJILLO,CAJAMARCA,CUTERVO,CUJILLO,1,0,0,0
060605,CAJAMARCA|CUTERVO|LA RAMADA,CAJAMARCA,CUTERVO,LA RAMADA,106,1,0,0
060606,CAJAMARCA|CUTERVO|PIMPINGOS,CAJAMARCA,CUTERVO,PIMPINGOS,39,3,0,1
060607,CAJAMARCA|CUTERVO|QUEROCOTILLO,CAJAMARCA,CUTERVO,QUEROCOTILLO,155,1,0,1
060608,CAJAMARCA|CUTERVO|SAN ANDRES DE CUTERVO,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,24,0,0,1
060610,CAJAMARCA|CUTERVO|SAN LUIS DE LUCMA,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,4,0,0,1
060611,CAJAMARCA|CUTERVO|SANTA CRUZ,CAJAMARCA,CUTERVO,SANTA CRUZ,39,2,1,1
060612,CAJAMARCA|CUTERVO|SANTO DOMINGO DE LA CAPILLA,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,15,1,1,1
060613,CAJAMARCA|CUTERVO|SANTO TOMAS,CAJAMARCA,CUTERVO,SANTO TOMAS,64,2,2,1
060614,CAJAMARCA|CUTERVO|SOCOTA,CAJAMARCA,CUTERVO,SOCOTA,194,2,1,1
060615,CAJAMARCA|CUTERVO|TORIBIO CASANOVA,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,24,0,0,1
060701,CAJAMARCA|HUALGAYOC|BAMBAMARCA,CAJAMARCA,HUALGAYOC,BAMBAMARCA,2682,6,1,2
060702,CAJAMARCA|HUALGAYOC|CHUGUR,CAJAMARCA,HUALGAYOC,CHUGUR,4,1,0,1
060703,CAJAMARCA|HUALGAYOC|HUALGAYOC,CAJAMARCA,HUALGAYOC,HUALGAYOC,272,5,4,1
060801,CAJAMARCA|JAEN|JAEN,CAJAMARCA,JAEN,JAEN,10164,63,36,2
060802,CAJAMARCA|JAEN|BELLAVISTA,CAJAMARCA,JAEN,BELLAVISTA,506,6,2,2
060803,CAJAMARCA|JAEN|CHONTALI,CAJAMARCA,JAEN,CHONTALI,23,1,0,1
060804,CAJAMARCA|JAEN|COLASAY,CAJAMARCA,JAEN,COLASAY,139,1,0,1
060805,CAJAMARCA|JAEN|HUABAL,CAJAMARCA,JAEN,HUABAL,105,0,0,1
060806,CAJAMARCA|JAEN|LAS PIRIAS,CAJAMARCA,JAEN,LAS PIRIAS,71,0,0,1
060807,CAJAMARCA|JAEN|POMAHUACA,CAJAMARCA,JAEN,POMAHUACA,292,2,1,1
060808,CAJAMARCA|JAEN|PUCARA,CAJAMARCA,JAEN,PUCARA,479,5,4,2
060809,CAJAMARCA|JAEN|SALLIQUE,CAJAMARCA,JAEN,SALLIQUE,5,1,0,1
060810,CAJAMARCA|JAEN|SAN FELIPE,CAJAMARCA,JAEN,SAN FELIPE,7,0,0,1
060811,CAJAMARCA|JAEN|SAN JOSE DEL ALTO,CAJAMARCA,JAEN,SAN JOSE DEL ALTO,62,0,0,0
060812,CAJAMARCA|JAEN|SANTA ROSA,CAJAMARCA,JAEN,SANTA ROSA,161,2,2,1
060901,CAJAMARCA|SAN IGNACIO|SAN IGNACIO,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,1691,16,9,1
060902,CAJAMARCA|SAN IGNACIO|CHIRINOS,CAJAMARCA,SAN IGNACIO,CHIRINOS,222,3,1,1
060903,CAJAMARCA|SAN IGNACIO|HUARANGO,CAJAMARCA,SAN IGNACIO,HUARANGO,117,1,1,1
060904,CAJAMARCA|SAN IGNACIO|LA COIPA,CAJAMARCA,SAN IGNACIO,LA COIPA,142,0,0,0
060905,CAJAMARCA|SAN IGNACIO|NAMBALLE,CAJAMARCA,SAN IGNACIO,NAMBALLE,10,3,3,1
060906,CAJAMARCA|SAN IGNACIO|SAN JOSE DE LOURDES,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,315,1,1,1
060907,CAJAMARCA|SAN IGNACIO|TABACONAS,CAJAMARCA,SAN IGNACIO,TABACONAS,207,0,0,1
061001,CAJAMARCA|SAN MARCOS|PEDRO GALVEZ,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,1114,4,2,1
061002,CAJAMARCA|SAN MARCOS|CHANCAY,CAJAMARCA,SAN MARCOS,CHANCAY,13,3,3,0
061003,CAJAMARCA|SAN MARCOS|EDUARDO VILLANUEVA,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,170,2,1,1
061004,CAJAMARCA|SAN MARCOS|GREGORIO PITA,CAJAMARCA,SAN MARCOS,GREGORIO PITA,78,0,0,0
061005,CAJAMARCA|SAN MARCOS|ICHOCAN,CAJAMARCA,SAN MARCOS,ICHOCAN,137,2,1,1
061006,CAJAMARCA|SAN MARCOS|JOSE MANUEL QUIROZ,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,23,0,0,0
061007,CAJAMARCA|SAN MARCOS|JOSE SABOGAL,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,169,2,1,1
061101,CAJAMARCA|SAN MIGUEL|SAN MIGUEL,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,421,4,0,1
061102,CAJAMARCA|SAN MIGUEL|BOLIVAR,CAJAMARCA,SAN MIGUEL,BOLIVAR,68,0,0,1
061103,CAJAMARCA|SAN MIGUEL|CALQUIS,CAJAMARCA,SAN MIGUEL,CALQUIS,39,2,1,1
061104,CAJAMARCA|SAN MIGUEL|CATILLUC,CAJAMARCA,SAN MIGUEL,CATILLUC,40,0,0,1
061105,CAJAMARCA|SAN MIGUEL|EL PRADO,CAJAMARCA,SAN MIGUEL,EL PRADO,70,1,0,1
061106,CAJAMARCA|SAN MIGUEL|LA FLORIDA,CAJAMARCA,SAN MIGUEL,LA FLORIDA,78,1,0,1
061107,CAJAMARCA|SAN MIGUEL|LLAPA,CAJAMARCA,SAN MIGUEL,LLAPA,67,2,0,1
061108,CAJAMARCA|SAN MIGUEL|NANCHOC,CAJAMARCA,SAN MIGUEL,NANCHOC,3,2,0,1
061109,CAJAMARCA|SAN MIGUEL|NIEPOS,CAJAMARCA,SAN MIGUEL,NIEPOS,84,1,0,2
061110,CAJAMARCA|SAN MIGUEL|SAN GREGORIO,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,1,1,0,1
061111,CAJAMARCA|SAN MIGUEL|SAN SILVESTRE DE COCHAN,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,15,0,0,0
061112,CAJAMARCA|SAN MIGUEL|TONGOD,CAJAMARCA,SAN MIGUEL,TONGOD,56,2,1,1
061113,CAJAMARCA|SAN MIGUEL|UNION AGUA BLANCA,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,7,1,1,1
061201,CAJAMARCA|SAN PABLO|SAN PABLO,CAJAMARCA,SAN PABLO,SAN PABLO,382,1,1,1
061202,CAJAMARCA|SAN PABLO|SAN BERNARDINO,CAJAMARCA,SAN PABLO,SAN BERNARDINO,20,3,3,0
061203,CAJAMARCA|SAN PABLO|SAN LUIS,CAJAMARCA,SAN PABLO,SAN LUIS,6,0,0,0
061204,CAJAMARCA|SAN PABLO|TUMBADEN,CAJAMARCA,SAN PABLO,TUMBADEN,9,0,0,0
061301,CAJAMARCA|SANTA CRUZ|SANTA CRUZ,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,544,5,0,1
061302,CAJAMARCA|SANTA CRUZ|ANDABAMBA,CAJAMARCA,SANTA CRUZ,ANDABAMBA,46,0,0,1
061303,CAJAMARCA|SANTA CRUZ|CATACHE,CAJAMARCA,SANTA CRUZ,CATACHE,50,1,0,2
061304,CAJAMARCA|SANTA CRUZ|CHANCAYBANOS,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,31,6,3,0
061305,CAJAMARCA|SANTA CRUZ|LA ESPERANZA,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,9,0,0,0
061306,CAJAMARCA|SANTA CRUZ|NINABAMBA,CAJAMARCA,SANTA CRUZ,NINABAMBA,1,0,0,1
061307,CAJAMARCA|SANTA CRUZ|PULAN,CAJAMARCA,SANTA CRUZ,PULAN,97,2,0,1
061308,CAJAMARCA|SANTA CRUZ|SAUCEPAMPA,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,11,0,0,0
061310,CAJAMARCA|SANTA CRUZ|UTICYACU,CAJAMARCA,SANTA CRUZ,UTICYACU,14,1,0,1
061311,CAJAMARCA|SANTA CRUZ|YAUYUCAN,CAJAMARCA,SANTA CRUZ,YAUYUCAN,13,1,0,1
070101,CALLAO|CALLAO|CALLAO,PROV. CONST. DEL CALLAO,CALLAO,CALLAO,48771,547,257,11
070102,CALLAO|CALLAO|BELLAVISTA,PROV. CONST. DEL CALLAO,CALLAO,BELLAVISTA,4716,44,19,2
070103,CALLAO|CALLAO|CARMEN DE LA LEGUA REYNOSO,PROV. CONST. DEL CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,1606,20,8,1
070104,CALLAO|CALLAO|LA PERLA,PROV. CONST. DEL CALLAO,CALLAO,LA PERLA,3580,33,21,1
070105,CALLAO|CALLAO|LA PUNTA,PROV. CONST. DEL CALLAO,CALLAO,LA PUNTA,363,14,9,1
070106,CALLAO|CALLAO|VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO,VENTANILLA,11088,257,120,3
070107,CALLAO|CALLAO|MI PERU,PROV. CONST. DEL CALLAO,CALLAO,MI PERU,798,0,0,1
080101,CUSCO|CUSCO|CUSCO,CUSCO,CUSCO,CUSCO,11992,328,161,4
080102,CUSCO|CUSCO|CCORCA,CUSCO,CUSCO,CCORCA,52,0,0,0
080103,CUSCO|CUSCO|POROY,CUSCO,CUSCO,POROY,751,0,0,1
080104,CUSCO|CUSCO|SAN JERONIMO,CUSCO,CUSCO,SAN JERONIMO,4749,25,11,1
080105,CUSCO|CUSCO|SAN SEBASTIAN,CUSCO,CUSCO,SAN SEBASTIAN,7409,9,6,1
080106,CUSCO|CUSCO|SANTIAGO,CUSCO,CUSCO,SANTIAGO,8193,29,18,3
080107,CUSCO|CUSCO|SAYLLA,CUSCO,CUSCO,SAYLLA,786,3,3,1
080108,CUSCO|CUSCO|WANCHAQ,CUSCO,CUSCO,WANCHAQ,8350,8,5,1
080201,CUSCO|ACOMAYO|ACOMAYO,CUSCO,ACOMAYO,ACOMAYO,267,5,5,1
080202,CUSCO|ACOMAYO|ACOPIA,CUSCO,ACOMAYO,ACOPIA,46,2,0,1
080203,CUSCO|ACOMAYO|ACOS,CUSCO,ACOMAYO,ACOS,27,0,0,0
080204,CUSCO|ACOMAYO|MOSOC LLACTA,CUSCO,ACOMAYO,MOSOC LLACTA,45,1,0,1
080205,CUSCO|ACOMAYO|POMACANCHI,CUSCO,ACOMAYO,POMACANCHI,98,4,0,1
080206,CUSCO|ACOMAYO|RONDOCAN,CUSCO,ACOMAYO,RONDOCAN,9,0,0,0
080207,CUSCO|ACOMAYO|SANGARARA,CUSCO,ACOMAYO,SANGARARA,81,1,1,1
080301,CUSCO|ANTA|ANTA,CUSCO,ANTA,ANTA,1122,7,3,1
080302,CUSCO|ANTA|ANCAHUASI,CUSCO,ANTA,ANCAHUASI,250,1,0,1
080303,CUSCO|ANTA|CACHIMAYO,CUSCO,ANTA,CACHIMAYO,106,2,0,1
