ubigeo,llave_distrito,dpto_hecho_new,prov_hecho,dist_hecho,denuncias_2024_2026,vehiculos_pnp,vehiculos_operativos,comisarias
100606,HUANUCO|LEONCIO PRADO|MARIANO DAMASO BERAUN,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,340,2,1,1
100608,HUANUCO|LEONCIO PRADO|CASTILLO GRANDE,HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,318,0,0,0
100701,HUANUCO|MARANON|HUACRACHUCO,HUANUCO,MARAÑON,HUACRACHUCO,278,2,2,0
100702,HUANUCO|MARANON|CHOLON,HUANUCO,MARAÑON,CHOLON,276,6,5,0
100703,HUANUCO|MARANON|SAN BUENAVENTURA,HUANUCO,MARAÑON,SAN BUENAVENTURA,3,0,0,0
100801,HUANUCO|PACHITEA|PANAO,HUANUCO,PACHITEA,PANAO,684,2,2,1
100802,HUANUCO|PACHITEA|CHAGLLA,HUANUCO,PACHITEA,CHAGLLA,90,0,0,0
100803,HUANUCO|PACHITEA|MOLINO,HUANUCO,PACHITEA,MOLINO,99,0,0,0
100804,HUANUCO|PACHITEA|UMARI,HUANUCO,PACHITEA,UMARI,78,0,0,0
100901,HUANUCO|PUERTO INCA|PUERTO INCA,HUANUCO,PUERTO INCA,PUERTO INCA,667,28,9,1
100902,HUANUCO|PUERTO INCA|CODO DEL POZUZO,HUANUCO,PUERTO INCA,CODO DEL POZUZO,295,2,1,1
100903,HUANUCO|PUERTO INCA|HONORIA,HUANUCO,PUERTO INCA,HONORIA,141,2,0,1
100904,HUANUCO|PUERTO INCA|TOURNAVISTA,HUANUCO,PUERTO INCA,TOURNAVISTA,227,2,1,1
100905,HUANUCO|PUERTO INCA|YUYAPICHIS,HUANUCO,PUERTO INCA,YUYAPICHIS,382,2,0,1
101001,HUANUCO|LAURICOCHA|JESUS,HUANUCO,LAURICOCHA,JESUS,166,0,0,1
101002,HUANUCO|LAURICOCHA|BANOS,HUANUCO,LAURICOCHA,BAÑOS,84,1,0,0
101003,HUANUCO|LAURICOCHA|JIVIA,HUANUCO,LAURICOCHA,JIVIA,11,0,0,0
101004,HUANUCO|LAURICOCHA|QUEROPALCA,HUANUCO,LAURICOCHA,QUEROPALCA,7,0,0,0
101005,HUANUCO|LAURICOCHA|RONDOS,HUANUCO,LAURICOCHA,RONDOS,19,1,1,1
101006,HUANUCO|LAURICOCHA|SAN FRANCISCO DE ASIS,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,4,0,0,0
101007,HUANUCO|LAURICOCHA|SAN MIGUEL DE CAURI,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,35,1,1,1
101101,HUANUCO|YAROWILCA|CHAVINILLO,HUANUCO,YAROWILCA,CHAVINILLO,284,1,0,1
101102,HUANUCO|YAROWILCA|CAHUAC,HUANUCO,YAROWILCA,CAHUAC,6,0,0,0
101103,HUANUCO|YAROWILCA|CHACABAMBA,HUANUCO,YAROWILCA,CHACABAMBA,5,0,0,0
101104,HUANUCO|YAROWILCA|APARICIO POMARES,HUANUCO,YAROWILCA,APARICIO POMARES,21,0,0,0
101105,HUANUCO|YAROWILCA|JACAS CHICO,HUANUCO,YAROWILCA,JACAS CHICO,3,0,0,0
101106,HUANUCO|YAROWILCA|OBAS,HUANUCO,YAROWILCA,OBAS,18,0,0,0
101107,HUANUCO|YAROWILCA|PAMPAMARCA,HUANUCO,YAROWILCA,PAMPAMARCA,3,0,0,0
101108,HUANUCO|YAROWILCA|CHORAS,HUANUCO,YAROWILCA,CHORAS,4,0,0,0
110101,ICA|ICA|ICA,ICA,ICA,ICA,21556,309,70,1
110102,ICA|ICA|LA TINGUINA,ICA,ICA,LA TINGUIÑA,2327,8,3,0
110103,ICA|ICA|LOS AQUIJES,ICA,ICA,LOS AQUIJES,1871,10,3,1
110104,ICA|ICA|OCUCAJE,ICA,ICA,OCUCAJE,381,4,0,1
110105,ICA|ICA|PACHACUTEC,ICA,ICA,PACHACUTEC,883,4,2,1
110106,ICA|ICA|PARCONA,ICA,ICA,PARCONA,2948,10,2,1
110107,ICA|ICA|PUEBLO NUEVO,ICA,ICA,PUEBLO NUEVO,428,2,2,1
110108,ICA|ICA|SALAS,ICA,ICA,SALAS,2234,17,7,2
110109,ICA|ICA|SAN JOSE DE LOS MOLINOS,ICA,ICA,SAN JOSE DE LOS MOLINOS,576,3,1,1
110110,ICA|ICA|SAN JUAN BAUTISTA,ICA,ICA,SAN JUAN BAUTISTA,1157,7,2,1
110111,ICA|ICA|SANTIAGO,ICA,ICA,SANTIAGO,1801,14,2,1
110112,ICA|ICA|SUBTANJALLA,ICA,ICA,SUBTANJALLA,1874,5,2,1
110113,ICA|ICA|TATE,ICA,ICA,TATE,118,0,0,0
110114,ICA|ICA|YAUCA DEL ROSARIO,ICA,ICA,YAUCA DEL ROSARIO,95,0,0,0
110201,ICA|CHINCHA|CHINCHA ALTA,ICA,CHINCHA,CHINCHA ALTA,5041,102,29,1
110202,ICA|CHINCHA|ALTO LARAN,ICA,CHINCHA,ALTO LARAN,817,4,0,1
110203,ICA|CHINCHA|CHAVIN,ICA,CHINCHA,CHAVIN,24,0,0,0
110204,ICA|CHINCHA|CHINCHA BAJA,ICA,CHINCHA,CHINCHA BAJA,694,3,1,1
110205,ICA|CHINCHA|EL CARMEN,ICA,CHINCHA,EL CARMEN,938,6,1,1
110206,ICA|CHINCHA|GROCIO PRADO,ICA,CHINCHA,GROCIO PRADO,2162,4,0,1
110207,ICA|CHINCHA|PUEBLO NUEVO,ICA,CHINCHA,PUEBLO NUEVO,3492,13,1,1
110208,ICA|CHINCHA|SAN JUAN DE YANAC,ICA,CHINCHA,SAN JUAN DE YANAC,2,0,0,0
110209,ICA|CHINCHA|SAN PEDRO DE HUACARPANA,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,6,0,0,0
110210,ICA|CHINCHA|SUNAMPE,ICA,CHINCHA,SUNAMPE,1840,6,1,1
110211,ICA|CHINCHA|TAMBO DE MORA,ICA,CHINCHA,TAMBO DE MORA,641,5,1,1
110301,ICA|NAZCA|NAZCA,ICA,NAZCA,NAZCA,2408,15,2,0
110302,ICA|NAZCA|CHANGUILLO,ICA,NAZCA,CHANGUILLO,24,0,0,0
110303,ICA|NAZCA|EL INGENIO,ICA,NAZCA,EL INGENIO,247,5,1,0
110304,ICA|NAZCA|MARCONA,ICA,NAZCA,MARCONA,1222,9,4,0
110305,ICA|NAZCA|VISTA ALEGRE,ICA,NAZCA,VISTA ALEGRE,1182,11,5,0
110401,ICA|PALPA|PALPA,ICA,PALPA,PALPA,1207,9,4,1
110402,ICA|PALPA|LLIPATA,ICA,PALPA,LLIPATA,67,0,0,0
110403,ICA|PALPA|RIO GRANDE,ICA,PALPA,RIO GRANDE,79,0,0,0
110404,ICA|PALPA|SANTA CRUZ,ICA,PALPA,SANTA CRUZ,34,0,0,0
110405,ICA|PALPA|TIBILLO,ICA,PALPA,TIBILLO,9,0,0,0
110501,ICA|PISCO|PISCO,ICA,PISCO,PISCO,5873,44,11,2
110502,ICA|PISCO|HUANCANO,ICA,PISCO,HUANCANO,14,0,0,0
110503,ICA|PISCO|HUMAY,ICA,PISCO,HUMAY,339,7,5,1
110504,ICA|PISCO|INDEPENDENCIA,ICA,PISCO,INDEPENDENCIA,537,5,0,1
110505,ICA|PISCO|PARACAS,ICA,PISCO,PARACAS,856,15,4,1
110506,ICA|PISCO|SAN ANDRES,ICA,PISCO,SAN ANDRES,2190,5,0,1
110507,ICA|PISCO|SAN CLEMENTE,ICA,PISCO,SAN CLEMENTE,1409,10,0,1
110508,ICA|PISCO|TUPAC AMARU INCA,ICA,PISCO,TUPAC AMARU INCA,1150,4,0,1
120101,JUNIN|HUANCAYO|HUANCAYO,JUNIN,HUANCAYO,HUANCAYO,10265,242,100,1
120104,JUNIN|HUANCAYO|CARHUACALLANGA,JUNIN,HUANCAYO,CARHUACALLANGA,3,0,0,0
120105,JUNIN|HUANCAYO|CHACAPAMPA,JUNIN,HUANCAYO,CHACAPAMPA,17,0,0,0
120106,JUNIN|HUANCAYO|CHICCHE,JUNIN,HUANCAYO,CHICCHE,19,0,0,0
120107,JUNIN|HUANCAYO|CHILCA,JUNIN,HUANCAYO,CHILCA,6565,13,9,1
120108,JUNIN|HUANCAYO|CHONGOS ALTO,JUNIN,HUANCAYO,CHONGOS ALTO,64,2,1,1
120111,JUNIN|HUANCAYO|CHUPURO,JUNIN,HUANCAYO,CHUPURO,24,0,0,0
120112,JUNIN|HUANCAYO|COLCA,JUNIN,HUANCAYO,COLCA,10,0,0,0
120113,JUNIN|HUANCAYO|CULLHUAS,JUNIN,HUANCAYO,CULLHUAS,8,0,0,0
120114,JUNIN|HUANCAYO|EL TAMBO,JUNIN,HUANCAYO,EL TAMBO,11958,20,14,1
120116,JUNIN|HUANCAYO|HUACRAPUQUIO,JUNIN,HUANCAYO,HUACRAPUQUIO,28,0,0,0
120117,JUNIN|HUANCAYO|HUALHUAS,JUNIN,HUANCAYO,HUALHUAS,231,0,0,0
120119,JUNIN|HUANCAYO|HUANCAN,JUNIN,HUANCAYO,HUANCAN,216,0,0,0
120120,JUNIN|HUANCAYO|HUASICANCHA,JUNIN,HUANCAYO,HUASICANCHA,15,0,0,0
120121,JUNIN|HUANCAYO|HUAYUCACHI,JUNIN,HUANCAYO,HUAYUCACHI,1283,4,4,1
120122,JUNIN|HUANCAYO|INGENIO,JUNIN,HUANCAYO,INGENIO,43,0,0,0
120124,JUNIN|HUANCAYO|PARIAHUANCA,JUNIN,HUANCAYO,PARIAHUANCA,12,0,0,0
120125,JUNIN|HUANCAYO|PILCOMAYO,JUNIN,HUANCAYO,PILCOMAYO,1395,0,0,0
120126,JUNIN|HUANCAYO|PUCARA,JUNIN,HUANCAYO,PUCARA,86,0,0,0
120127,JUNIN|HUANCAYO|QUICHUAY,JUNIN,HUANCAYO,QUICHUAY,25,0,0,0
120128,JUNIN|HUANCAYO|QUILCAS,JUNIN,HUANCAYO,QUILCAS,104,0,0,0
120129,JUNIN|HUANCAYO|SAN AGUSTIN,JUNIN,HUANCAYO,SAN AGUSTIN,1221,5,2,1
120130,JUNIN|HUANCAYO|SAN JERONIMO DE TUNAN,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,1032,6,3,1
120132,JUNIN|HUANCAYO|SANO,JUNIN,HUANCAYO,SAÑO,164,0,0,0
120133,JUNIN|HUANCAYO|SAPALLANGA,JUNIN,HUANCAYO,SAPALLANGA,1670,8,3,1
120134,JUNIN|HUANCAYO|SICAYA,JUNIN,HUANCAYO,SICAYA,728,8,4,1
120135,JUNIN|HUANCAYO|SANTO DOMINGO DE ACOBAMBA,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,69,3,1,1
120136,JUNIN|HUANCAYO|VIQUES,JUNIN,HUANCAYO,VIQUES,51,0,0,0
120201,JUNIN|CONCEPCION|CONCEPCION,JUNIN,CONCEPCION,CONCEPCION,1887,13,1,1
120202,JUNIN|CONCEPCION|ACO,JUNIN,CONCEPCION,ACO,33,0,0,0
120203,JUNIN|CONCEPCION|ANDAMARCA,JUNIN,CONCEPCION,ANDAMARCA,52,0,0,0
120204,JUNIN|CONCEPCION|CHAMBARA,JUNIN,CONCEPCION,CHAMBARA,46,0,0,0
120205,JUNIN|CONCEPCION|COCHAS,JUNIN,CONCEPCION,COCHAS,15,0,0,0
120206,JUNIN|CONCEPCION|COMAS,JUNIN,CONCEPCION,COMAS,68,4,3,1
120207,JUNIN|CONCEPCION|HEROINAS TOLEDO,JUNIN,CONCEPCION,HEROINAS TOLEDO,8,0,0,0
120208,JUNIN|CONCEPCION|MANZANARES,JUNIN,CONCEPCION,MANZANARES,28,0,0,0
120209,JUNIN|CONCEPCION|MARISCAL CASTILLA,JUNIN,CONCEPCION,MARISCAL CASTILLA,3,0,0,0
120210,JUNIN|CONCEPCION|MATAHUASI,JUNIN,CONCEPCION,MATAHUASI,124,0,0,0
120211,JUNIN|CONCEPCION|MITO,JUNIN,CONCEPCION,MITO,96,0,0,0
120212,JUNIN|CONCEPCION|NUEVE DE JULIO,JUNIN,CONCEPCION,NUEVE DE JULIO,59,0,0,0
120213,JUNIN|CONCEPCION|ORCOTUNA,JUNIN,CONCEPCION,ORCOTUNA,782,7,3,1
120214,JUNIN|CONCEPCION|SAN JOSE DE QUERO,JUNIN,CONCEPCION,SAN JOSE DE QUERO,65,0,0,0
120215,JUNIN|CONCEPCION|SANTA ROSA DE OCOPA,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,47,0,0,0
120301,JUNIN|CHANCHAMAYO|CHANCHAMAYO,JUNIN,CHANCHAMAYO,CHANCHAMAYO,3514,39,21,1
120302,JUNIN|CHANCHAMAYO|PERENE,JUNIN,CHANCHAMAYO,PERENE,1954,2,1,1
120303,JUNIN|CHANCHAMAYO|PICHANAQUI,JUNIN,CHANCHAMAYO,PICHANAQUI,4004,12,6,1
120304,JUNIN|CHANCHAMAYO|SAN LUIS DE SHUARO,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,181,9,4,1
120305,JUNIN|CHANCHAMAYO|SAN RAMON,JUNIN,CHANCHAMAYO,SAN RAMON,1800,2,2,1
120306,JUNIN|CHANCHAMAYO|VITOC,JUNIN,CHANCHAMAYO,VITOC,14,0,0,0
120401,JUNIN|JAUJA|JAUJA,JUNIN,JAUJA,JAUJA,1900,13,5,1
120402,JUNIN|JAUJA|ACOLLA,JUNIN,JAUJA,ACOLLA,383,7,4,1
120403,JUNIN|JAUJA|APATA,JUNIN,JAUJA,APATA,440,7,1,1
120404,JUNIN|JAUJA|ATAURA,JUNIN,JAUJA,ATAURA,65,0,0,0
120405,JUNIN|JAUJA|CANCHAYLLO,JUNIN,JAUJA,CANCHAYLLO,115,3,3,1
120406,JUNIN|JAUJA|CURICACA,JUNIN,JAUJA,CURICACA,25,0,0,0
120407,JUNIN|JAUJA|EL MANTARO,JUNIN,JAUJA,EL MANTARO,108,0,0,0
120408,JUNIN|JAUJA|HUAMALI,JUNIN,JAUJA,HUAMALI,51,0,0,0
120409,JUNIN|JAUJA|HUARIPAMPA,JUNIN,JAUJA,HUARIPAMPA,30,0,0,0
120410,JUNIN|JAUJA|HUERTAS,JUNIN,JAUJA,HUERTAS,49,0,0,0
120411,JUNIN|JAUJA|JANJAILLO,JUNIN,JAUJA,JANJAILLO,4,0,0,0
120412,JUNIN|JAUJA|JULCAN,JUNIN,JAUJA,JULCAN,18,0,0,0
120413,JUNIN|JAUJA|LEONOR ORDONEZ,JUNIN,JAUJA,LEONOR ORDOÑEZ,45,0,0,0
120414,JUNIN|JAUJA|LLOCLLAPAMPA,JUNIN,JAUJA,LLOCLLAPAMPA,17,0,0,0
120415,JUNIN|JAUJA|MARCO,JUNIN,JAUJA,MARCO,32,0,0,0
120416,JUNIN|JAUJA|MASMA,JUNIN,JAUJA,MASMA,38,0,0,0
120417,JUNIN|JAUJA|MASMA CHICCHE,JUNIN,JAUJA,MASMA CHICCHE,9,0,0,0
120418,JUNIN|JAUJA|MOLINOS,JUNIN,JAUJA,MOLINOS,18,0,0,0
120419,JUNIN|JAUJA|MONOBAMBA,JUNIN,JAUJA,MONOBAMBA,3,0,0,0
120420,JUNIN|JAUJA|MUQUI,JUNIN,JAUJA,MUQUI,34,0,0,0
120421,JUNIN|JAUJA|MUQUIYAUYO,JUNIN,JAUJA,MUQUIYAUYO,63,0,0,0
120422,JUNIN|JAUJA|PACA,JUNIN,JAUJA,PACA,12,0,0,0
120423,JUNIN|JAUJA|PACCHA,JUNIN,JAUJA,PACCHA,14,0,0,0
120424,JUNIN|JAUJA|PANCAN,JUNIN,JAUJA,PANCAN,50,0,0,0
120425,JUNIN|JAUJA|PARCO,JUNIN,JAUJA,PARCO,23,0,0,0
120426,JUNIN|JAUJA|POMACANCHA,JUNIN,JAUJA,POMACANCHA,21,0,0,0
120427,JUNIN|JAUJA|RICRAN,JUNIN,JAUJA,RICRAN,12,0,0,0
120428,JUNIN|JAUJA|SAN LORENZO,JUNIN,JAUJA,SAN LORENZO,132,0,0,0
120429,JUNIN|JAUJA|SAN PEDRO DE CHUNAN,JUNIN,JAUJA,SAN PEDRO DE CHUNAN,17,0,0,0
120430,JUNIN|JAUJA|SAUSA,JUNIN,JAUJA,SAUSA,99,0,0,0
120431,JUNIN|JAUJA|SINCOS,JUNIN,JAUJA,SINCOS,185,3,2,1
120432,JUNIN|JAUJA|TUNAN MARCA,JUNIN,JAUJA,TUNAN MARCA,12,0,0,0
120433,JUNIN|JAUJA|YAULI,JUNIN,JAUJA,YAULI,14,0,0,0
120434,JUNIN|JAUJA|YAUYOS,JUNIN,JAUJA,YAUYOS,240,0,0,0
120501,JUNIN|JUNIN|JUNIN,JUNIN,JUNIN,JUNIN,631,7,7,1
120502,JUNIN|JUNIN|CARHUAMAYO,JUNIN,JUNIN,CARHUAMAYO,258,1,1,1
120503,JUNIN|JUNIN|ONDORES,JUNIN,JUNIN,ONDORES,15,0,0,0
120504,JUNIN|JUNIN|ULCUMAYO,JUNIN,JUNIN,ULCUMAYO,92,1,1,1
120601,JUNIN|SATIPO|SATIPO,JUNIN,SATIPO,SATIPO,3326,19,10,1
120602,JUNIN|SATIPO|COVIRIALI,JUNIN,SATIPO,COVIRIALI,55,0,0,0
120603,JUNIN|SATIPO|LLAYLLA,JUNIN,SATIPO,LLAYLLA,79,0,0,0
120604,JUNIN|SATIPO|MAZAMARI,JUNIN,SATIPO,MAZAMARI,4297,60,32,1
120605,JUNIN|SATIPO|PAMPA HERMOSA,JUNIN,SATIPO,PAMPA HERMOSA,26,0,0,0
120606,JUNIN|SATIPO|PANGOA,JUNIN,SATIPO,PANGOA,4536,10,3,1
120607,JUNIN|SATIPO|RIO NEGRO,JUNIN,SATIPO,RIO NEGRO,731,7,7,1
120608,JUNIN|SATIPO|RIO TAMBO,JUNIN,SATIPO,RIO TAMBO,180,0,0,0
120701,JUNIN|TARMA|TARMA,JUNIN,TARMA,TARMA,2449,13,12,1
120702,JUNIN|TARMA|ACOBAMBA,JUNIN,TARMA,ACOBAMBA,340,2,2,1
120703,JUNIN|TARMA|HUARICOLCA,JUNIN,TARMA,HUARICOLCA,10,0,0,0
120704,JUNIN|TARMA|HUASAHUASI,JUNIN,TARMA,HUASAHUASI,271,3,1,1
120705,JUNIN|TARMA|LA UNION,JUNIN,TARMA,LA UNION,22,0,0,0
120706,JUNIN|TARMA|PALCA,JUNIN,TARMA,PALCA,222,6,4,1
120707,JUNIN|TARMA|PALCAMAYO,JUNIN,TARMA,PALCAMAYO,18,0,0,0
120708,JUNIN|TARMA|SAN PEDRO DE CAJAS,JUNIN,TARMA,SAN PEDRO DE CAJAS,16,0,0,0
120709,JUNIN|TARMA|TAPO,JUNIN,TARMA,TAPO,9,0,0,0
120801,JUNIN|YAULI|LA OROYA,JUNIN,YAULI,LA OROYA,746,16,13,1
120802,JUNIN|YAULI|CHACAPALPA,JUNIN,YAULI,CHACAPALPA,11,0,0,0
120803,JUNIN|YAULI|HUAY-HUAY,JUNIN,YAULI,HUAY-HUAY,8,0,0,0
120804,JUNIN|YAULI|MARCAPOMACOCHA,JUNIN,YAULI,MARCAPOMACOCHA,14,0,0,0
120805,JUNIN|YAULI|MOROCOCHA,JUNIN,YAULI,MOROCOCHA,167,3,2,1
120806,JUNIN|YAULI|PACCHA,JUNIN,YAULI,PACCHA,27,0,0,0
120807,JUNIN|YAULI|SANTA BARBARA DE CARHUACAYAN,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,17,0,0,0
120808,JUNIN|YAULI|SANTA ROSA DE SACCO,JUNIN,YAULI,SANTA ROSA DE SACCO,155,0,0,0
120809,JUNIN|YAULI|SUITUCANCHA,JUNIN,YAULI,SUITUCANCHA,12,0,0,0
120810,JUNIN|YAULI|YAULI,JUNIN,YAULI,YAULI,45,0,0,0
120901,JUNIN|CHUPACA|CHUPACA,JUNIN,CHUPACA,CHUPACA,3306,19,11,1
120902,JUNIN|CHUPACA|AHUAC,JUNIN,CHUPACA,AHUAC,333,0,0,0
120903,JUNIN|CHUPACA|CHONGOS BAJO,JUNIN,CHUPACA,CHONGOS BAJO,214,0,0,0
120904,JUNIN|CHUPACA|HUACHAC,JUNIN,CHUPACA,HUACHAC,129,0,0,0
120905,JUNIN|CHUPACA|HUAMANCACA CHICO,JUNIN,CHUPACA,HUAMANCACA CHICO,576,0,0,0
120906,JUNIN|CHUPACA|SAN JUAN DE YSCOS,JUNIN,CHUPACA,SAN JUAN DE YSCOS,139,0,0,0
120907,JUNIN|CHUPACA|SAN JUAN DE JARPA,JUNIN,CHUPACA,SAN JUAN DE JARPA,38,0,0,0
120908,JUNIN|CHUPACA|TRES DE DICIEMBRE,JUNIN,CHUPACA,TRES DE DICIEMBRE,249,0,0,0
120909,JUNIN|CHUPACA|YANACANCHA,JUNIN,CHUPACA,YANACANCHA,36,0,0,0
130101,LA LIBERTAD|TRUJILLO|TRUJILLO,LA LIBERTAD,TRUJILLO,TRUJILLO,42233,370,197,3
130102,LA LIBERTAD|TRUJILLO|EL PORVENIR,LA LIBERTAD,TRUJILLO,EL PORVENIR,8620,24,18,3
130103,LA LIBERTAD|TRUJILLO|FLORENCIA DE MORA,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,3715,9,6,1
130104,LA LIBERTAD|TRUJILLO|HUANCHACO,LA LIBERTAD,TRUJILLO,HUANCHACO,5010,19,14,2
130105,LA LIBERTAD|TRUJILLO|LA ESPERANZA,LA LIBERTAD,TRUJILLO,LA ESPERANZA,9992,21,14,2
130106,LA LIBERTAD|TRUJILLO|LAREDO,LA LIBERTAD,TRUJILLO,LAREDO,2018,7,5,1
130107,LA LIBERTAD|TRUJILLO|MOCHE,LA LIBERTAD,TRUJILLO,MOCHE,3488,140,23,1
130108,LA LIBERTAD|TRUJILLO|POROTO,LA LIBERTAD,TRUJILLO,POROTO,248,5,4,1
130109,LA LIBERTAD|TRUJILLO|SALAVERRY,LA LIBERTAD,TRUJILLO,SALAVERRY,1111,6,6,2
130110,LA LIBERTAD|TRUJILLO|SIMBAL,LA LIBERTAD,TRUJILLO,SIMBAL,179,11,9,1
130111,LA LIBERTAD|TRUJILLO|VICTOR LARCO HERRERA,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,3429,8,6,1
130201,LA LIBERTAD|ASCOPE|ASCOPE,LA LIBERTAD,ASCOPE,ASCOPE,447,6,4,1
130202,LA LIBERTAD|ASCOPE|CHICAMA,LA LIBERTAD,ASCOPE,CHICAMA,941,6,5,3
130203,LA LIBERTAD|ASCOPE|CHOCOPE,LA LIBERTAD,ASCOPE,CHOCOPE,427,3,2,1
130204,LA LIBERTAD|ASCOPE|MAGDALENA DE CAO,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,118,4,3,1
130205,LA LIBERTAD|ASCOPE|PAIJAN,LA LIBERTAD,ASCOPE,PAIJAN,1186,39,19,1
130206,LA LIBERTAD|ASCOPE|RAZURI,LA LIBERTAD,ASCOPE,RAZURI,402,2,2,1
130207,LA LIBERTAD|ASCOPE|SANTIAGO DE CAO,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,1229,5,4,2
130208,LA LIBERTAD|ASCOPE|CASA GRANDE,LA LIBERTAD,ASCOPE,CASA GRANDE,1458,9,7,2
130301,LA LIBERTAD|BOLIVAR|BOLIVAR,LA LIBERTAD,BOLIVAR,BOLIVAR,51,3,3,1
130302,LA LIBERTAD|BOLIVAR|BAMBAMARCA,LA LIBERTAD,BOLIVAR,BAMBAMARCA,24,1,1,1
130303,LA LIBERTAD|BOLIVAR|CONDORMARCA,LA LIBERTAD,BOLIVAR,CONDORMARCA,3,0,0,0
130304,LA LIBERTAD|BOLIVAR|LONGOTEA,LA LIBERTAD,BOLIVAR,LONGOTEA,28,0,0,0
130305,LA LIBERTAD|BOLIVAR|UCHUMARCA,LA LIBERTAD,BOLIVAR,UCHUMARCA,66,10,9,1
130306,LA LIBERTAD|BOLIVAR|UCUNCHA,LA LIBERTAD,BOLIVAR,UCUNCHA,2,0,0,0
130401,LA LIBERTAD|CHEPEN|CHEPEN,LA LIBERTAD,CHEPEN,CHEPEN,3421,14,10,2
130402,LA LIBERTAD|CHEPEN|PACANGA,LA LIBERTAD,CHEPEN,PACANGA,1725,8,6,2
130403,LA LIBERTAD|CHEPEN|PUEBLO NUEVO,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,597,2,1,1
130501,LA LIBERTAD|JULCAN|JULCAN,LA LIBERTAD,JULCAN,JULCAN,281,3,2,1
130502,LA LIBERTAD|JULCAN|CALAMARCA,LA LIBERTAD,JULCAN,CALAMARCA,18,0,0,0
130503,LA LIBERTAD|JULCAN|CARABAMBA,LA LIBERTAD,JULCAN,CARABAMBA,81,2,1,1
130504,LA LIBERTAD|JULCAN|HUASO,LA LIBERTAD,JULCAN,HUASO,2,0,0,0
130601,LA LIBERTAD|OTUZCO|OTUZCO,LA LIBERTAD,OTUZCO,OTUZCO,942,9,9,2
130602,LA LIBERTAD|OTUZCO|AGALLPAMPA,LA LIBERTAD,OTUZCO,AGALLPAMPA,126,1,1,1
130604,LA LIBERTAD|OTUZCO|CHARAT,LA LIBERTAD,OTUZCO,CHARAT,37,6,4,2
130605,LA LIBERTAD|OTUZCO|HUARANCHAL,LA LIBERTAD,OTUZCO,HUARANCHAL,71,2,1,1
130606,LA LIBERTAD|OTUZCO|LA CUESTA,LA LIBERTAD,OTUZCO,LA CUESTA,2,0,0,0
130608,LA LIBERTAD|OTUZCO|MACHE,LA LIBERTAD,OTUZCO,MACHE,39,1,1,1
130610,LA LIBERTAD|OTUZCO|PARANDAY,LA LIBERTAD,OTUZCO,PARANDAY,1,0,0,0
130611,LA LIBERTAD|OTUZCO|SALPO,LA LIBERTAD,OTUZCO,SALPO,76,2,1,1
130613,LA LIBERTAD|OTUZCO|SINSICAP,LA LIBERTAD,OTUZCO,SINSICAP,65,2,2,1
130614,LA LIBERTAD|OTUZCO|USQUIL,LA LIBERTAD,OTUZCO,USQUIL,183,2,2,1
130701,LA LIBERTAD|PACASMAYO|SAN PEDRO DE LLOC,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,1104,4,3,1
130702,LA LIBERTAD|PACASMAYO|GUADALUPE,LA LIBERTAD,PACASMAYO,GUADALUPE,3016,13,12,2
130703,LA LIBERTAD|PACASMAYO|JEQUETEPEQUE,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,309,4,2,1
130704,LA LIBERTAD|PACASMAYO|PACASMAYO,LA LIBERTAD,PACASMAYO,PACASMAYO,2477,11,9,1
130705,LA LIBERTAD|PACASMAYO|SAN JOSE,LA LIBERTAD,PACASMAYO,SAN JOSE,552,1,1,1
130801,LA LIBERTAD|PATAZ|TAYABAMBA,LA LIBERTAD,PATAZ,TAYABAMBA,559,4,2,1
130802,LA LIBERTAD|PATAZ|BULDIBUYO,LA LIBERTAD,PATAZ,BULDIBUYO,17,0,0,0
130803,LA LIBERTAD|PATAZ|CHILLIA,LA LIBERTAD,PATAZ,CHILLIA,105,1,1,1
130804,LA LIBERTAD|PATAZ|HUANCASPATA,LA LIBERTAD,PATAZ,HUANCASPATA,8,0,0,0
130805,LA LIBERTAD|PATAZ|HUAYLILLAS,LA LIBERTAD,PATAZ,HUAYLILLAS,10,0,0,0
130806,LA LIBERTAD|PATAZ|HUAYO,LA LIBERTAD,PATAZ,HUAYO,3,0,0,0
130807,LA LIBERTAD|PATAZ|ONGON,LA LIBERTAD,PATAZ,ONGON,5,0,0,0
130808,LA LIBERTAD|PATAZ|PARCOY,LA LIBERTAD,PATAZ,PARCOY,537,4,2,2
