AÑO,MES,UBIGEO,NOMBDEPTO,NOMBPROV,NOMBDIST,TIPO_VEHICULO,TIPO_UNIDAD,TIPO_VEHICULO_PRIO,TIPO_PROCEDENCIA,ESTADO,AÑOFABRICACION,CANTIDAD
2025,JULIO,40126,AREQUIPA,AREQUIPA,YANAHUARA,AUTO,UNIDAD ESPECIALIZADA,AUTO,DONACION,OPERATIVO,2013,1
2025,JULIO,80910,CUSCO,LA CONVENCION,PICHARI,CAMIONETA,UNIDAD ADMINISTRATIVA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2010,4
2025,JULIO,200101,PIURA,PIURA,PIURA,AUTO,UNIDAD ESPECIALIZADA,AUTO,OFECOD,INOPERATIVO RECUPERABLE,1975,1
2025,JULIO,10101,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,PORTA TROPAS,UNIDAD ESPECIALIZADA,OTROS,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,1988,1
2025,JULIO,70106,PROV. CONST. DEL CALLAO,CALLAO,VENTANILLA,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2022,7
2025,JULIO,150901,REGIÓN LIMA,OYON,OYON,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,DONACION,INOPERATIVO IRRECUPERABLE,2008,1
2025,JULIO,150202,REGIÓN LIMA,BARRANCA,PARAMONGA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2012,4
2025,JULIO,170104,MADRE DE DIOS,TAMBOPATA,LABERINTO,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2014,1
2025,JULIO,211101,PUNO,SAN ROMAN,JULIACA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,CONVENIO NAS,OPERATIVO,2010,1
2025,JULIO,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO,CAMIONETA,COMISARIA BASICA,CAMIONETA,DONACION,INOPERATIVO RECUPERABLE,2013,1
2025,JULIO,150601,REGIÓN LIMA,HUARAL,HUARAL,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2015,3
2025,JULIO,230101,TACNA,TACNA,TACNA,TRIMOTO,UNIDAD ESPECIALIZADA,OTROS,PRONABI,OPERATIVO,2010,1
2025,JULIO,210101,PUNO,PUNO,PUNO,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2012,3
2025,JULIO,30101,APURÍMAC,ABANCAY,ABANCAY,CAMIONETA,COMISARIA ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2019,1
2025,JULIO,240101,TUMBES,TUMBES,TUMBES,AUTO,UNIDAD ESPECIALIZADA,AUTO,OFECOD,INOPERATIVO IRRECUPERABLE,1984,1
2025,JULIO,230101,TACNA,TACNA,TACNA,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,DONACION,OPERATIVO,2013,1
2025,JULIO,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,OTROS,OPERATIVO,2010,1
2025,JULIO,210101,PUNO,PUNO,PUNO,CAMIONETA,UNIDAD ADMINISTRATIVA,CAMIONETA,OFECOD,INOPERATIVO IRRECUPERABLE,1999,1
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,PRONABI,OPERATIVO,2024,1
2025,JULIO,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,CAMIONETA,UNIDAD ADMINISTRATIVA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2018,1
2025,JULIO,200201,PIURA,AYABACA,AYABACA,CAMIONETA,COMISARIA BASICA,CAMIONETA,PRONABI,OPERATIVO,2012,1
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,CAMIONETA,UNIDAD ADMINISTRATIVA,CAMIONETA,PRONABI,OPERATIVO,2017,1
2025,JULIO,200601,PIURA,SULLANA,SULLANA,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,DONACION,OPERATIVO,2022,5
2025,JULIO,150718,REGIÓN LIMA,HUAROCHIRI,SAN DAMIAN,CAMIONETA,COMISARIA BASICA,CAMIONETA,DONACION,OPERATIVO,2024,1
2025,JULIO,110109,ICA,ICA,SAN JOSE DE LOS MOLINOS,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2016,2
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,CAMIONETA,COMISARIA ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2016,1
2025,JULIO,200201,PIURA,AYABACA,AYABACA,MOTOCICLETA,PUESTO VIGILANCIA DE FRONTERAS,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2023,8
2025,JULIO,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,MOTOCICLETA,UNIDAD ADMINISTRATIVA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2017,5
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2009,7
2025,JULIO,40101,AREQUIPA,AREQUIPA,AREQUIPA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,DONACION,INOPERATIVO RECUPERABLE,2013,1
2025,JULIO,50101,AYACUCHO,HUAMANGA,AYACUCHO,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,DONACION,OPERATIVO,2023,1
2025,JULIO,40607,AREQUIPA,CONDESUYOS,SALAMANCA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2008,1
2025,JULIO,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2014,1
2025,JULIO,150105,LIMA METROPOLITANA,LIMA,BREÑA,AUTO,UNIDAD ESPECIALIZADA,AUTO,COMPRA DIRECTA,OPERATIVO,2005,1
2025,JULIO,90206,HUANCAVELICA,ACOBAMBA,PAUCARA,CAMIONETA,COMISARIA BASICA,CAMIONETA,DONACION,INOPERATIVO IRRECUPERABLE,2008,1
2025,JULIO,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,AUTO,UNIDAD ESPECIALIZADA,AUTO,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2008,1
2025,JULIO,150128,LIMA METROPOLITANA,LIMA,RIMAC,CAMIONETA,COMISARIA BASICA,CAMIONETA,OFECOD,INOPERATIVO RECUPERABLE,2000,1
2025,JULIO,120101,JUNIN,HUANCAYO,HUANCAYO,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,DONACION,OPERATIVO,2019,2
2025,JULIO,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,CAMIONETA,UNIDAD ADMINISTRATIVA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2012,1
2025,JULIO,250302,UCAYALI,PADRE ABAD,IRAZOLA,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,DONACION,OPERATIVO,2022,1
2025,JULIO,200101,PIURA,PIURA,PIURA,MOTOCICLETA,COMISARIA ESPECIALIZADA,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2022,3
2025,JULIO,21803,ÁNCASH,SANTA,COISHCO,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2014,1
2025,JULIO,80205,CUSCO,ACOMAYO,POMACANCHI,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2010,1
2025,JULIO,20501,ÁNCASH,BOLOGNESI,CHIQUIAN,CAMIONETA,PATRULLAJE CARRETERAS,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2016,3
2025,JULIO,221005,SAN MARTIN,TOCACHE,UCHIZA,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,OFECOD,INOPERATIVO IRRECUPERABLE,2000,1
2025,JULIO,140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,DONACION,INOPERATIVO RECUPERABLE,2013,1
2025,JULIO,50408,AYACUCHO,HUANTA,LLOCHEGUA,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2009,1
2025,JULIO,240304,TUMBES,ZARUMILLA,PAPAYAL,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2016,1
2025,JULIO,110101,ICA,ICA,ICA,AUTO,UNIDAD ADMINISTRATIVA,AUTO,OFECOD,INOPERATIVO IRRECUPERABLE,1976,1
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,AUTO,UNIDAD ESPECIALIZADA,AUTO,PRONABI,OPERATIVO,2012,3
2025,JULIO,130402,LA LIBERTAD,CHEPEN,PACANGA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2013,1
2025,JULIO,40101,AREQUIPA,AREQUIPA,AREQUIPA,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,DONACION,INOPERATIVO RECUPERABLE,2012,1
2025,JULIO,200602,PIURA,SULLANA,BELLAVISTA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2008,1
2025,JULIO,210101,PUNO,PUNO,PUNO,CAMIONETA,UNIDAD ADMINISTRATIVA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2008,1
2025,JULIO,40128,AREQUIPA,AREQUIPA,YURA,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,DONACION,OPERATIVO,2019,1
2025,JULIO,220101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,CAMIONETA,PATRULLAJE CARRETERAS,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2016,2
2025,JULIO,150601,REGIÓN LIMA,HUARAL,HUARAL,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,DONACION,INOPERATIVO IRRECUPERABLE,2011,1
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,MINIBUS,UNIDAD ESPECIALIZADA,OTROS,COMPRA DIRECTA,OPERATIVO,2009,1
2025,JULIO,150131,LIMA METROPOLITANA,LIMA,SAN ISIDRO,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2017,5
2025,JULIO,130305,LA LIBERTAD,BOLIVAR,UCHUMARCA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2014,1
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,AUTO,UNIDAD ESPECIALIZADA,AUTO,OFECOD,OPERATIVO,2015,1
2025,JULIO,100102,HUANUCO,HUANUCO,AMARILIS,CAMIONETA,PATRULLAJE CARRETERAS,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,1996,1
2025,JULIO,150128,LIMA METROPOLITANA,LIMA,RIMAC,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,OFECOD,INOPERATIVO IRRECUPERABLE,1990,1
2025,JULIO,100102,HUANUCO,HUANUCO,AMARILIS,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2015,1
2025,JULIO,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2015,3
2025,JULIO,190101,PASCO,PASCO,CHAUPIMARCA,AUTO,COMISARIA BASICA,AUTO,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2014,1
2025,JULIO,150509,REGIÓN LIMA,CAÑETE,MALA,CAMIONETA,COMISARIA BASICA,CAMIONETA,DONACION,OPERATIVO,2023,1
2025,JULIO,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,CAMIONETA,COMISARIA BASICA,CAMIONETA,DONACION,OPERATIVO,2014,2
2025,JULIO,150501,REGIÓN LIMA,CAÑETE,SAN VICENTE DE CAÑETE,CAMIONETA,UNIDAD ADMINISTRATIVA,CAMIONETA,DONACION,OPERATIVO,2016,1
2025,JULIO,140201,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,DONACION,INOPERATIVO IRRECUPERABLE,2014,4
2025,JULIO,190101,PASCO,PASCO,CHAUPIMARCA,CAMIONETA,COMISARIA BASICA,CAMIONETA,DONACION,INOPERATIVO RECUPERABLE,2016,1
2025,JULIO,10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2013,3
2025,JULIO,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2017,3
2025,JULIO,50508,AYACUCHO,LA MAR,TAMBO,CAMIONETA,PATRULLAJE CARRETERAS,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2000,2
2025,JULIO,131203,LA LIBERTAD,VIRU,GUADALUPITO,CAMIONETA,COMISARIA BASICA,CAMIONETA,OFECOD,INOPERATIVO RECUPERABLE,2008,1
2025,JULIO,80101,CUSCO,CUSCO,CUSCO,CAMIONETA,UNIDAD ADMINISTRATIVA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2000,1
2025,JULIO,150601,REGIÓN LIMA,HUARAL,HUARAL,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,1994,1
2025,JULIO,40104,AREQUIPA,AREQUIPA,CERRO COLORADO,CAMIONETA,COMISARIA BASICA,CAMIONETA,DONACION,OPERATIVO,2020,1
2025,JULIO,200101,PIURA,PIURA,PIURA,MOTOACUATICA,UNIDAD ESPECIALIZADA,OTROS,COMPRA DIRECTA,OPERATIVO,2018,4
2025,JULIO,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,CAMIONETA,UNIDAD ADMINISTRATIVA,CAMIONETA,DONACION,INOPERATIVO RECUPERABLE,2016,1
2025,JULIO,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2019,2
2025,JULIO,150801,REGIÓN LIMA,HUAURA,HUACHO,MOTOACUATICA,UNIDAD ESPECIALIZADA,OTROS,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2018,1
2025,JULIO,90701,HUANCAVELICA,TAYACAJA,PAMPAS,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2008,1
2025,JULIO,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,AFECTACION EN USO,INOPERATIVO RECUPERABLE,2024,1
2025,JULIO,110201,ICA,CHINCHA,CHINCHA ALTA,MOTOCICLETA,PATRULLAJE CARRETERAS,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,1994,2
2025,JULIO,150201,REGIÓN LIMA,BARRANCA,BARRANCA,AUTO,UNIDAD ESPECIALIZADA,AUTO,DONACION,OPERATIVO,2010,1
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2000,1
2025,JULIO,150120,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,AFECTACION EN USO,INOPERATIVO RECUPERABLE,2024,1
2025,JULIO,200601,PIURA,SULLANA,SULLANA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2020,1
2025,JULIO,180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,DONACION,OPERATIVO,2012,1
2025,JULIO,220701,SAN MARTIN,PICOTA,PICOTA,MOTOR F/B,COMISARIA BASICA,OTROS,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,1996,2
2025,JULIO,150115,LIMA METROPOLITANA,LIMA,LA VICTORIA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2010,6
2025,JULIO,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2017,4
2025,JULIO,40119,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2025,1
2025,JULIO,50505,AYACUCHO,LA MAR,CHUNGUI,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2017,1
2025,JULIO,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2024,1
2025,JULIO,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2010,1
2025,JULIO,40126,AREQUIPA,AREQUIPA,YANAHUARA,AUTO,UNIDAD ADMINISTRATIVA,AUTO,DONACION,OPERATIVO,2008,1
2025,JULIO,100601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2024,3
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,DONACION,OPERATIVO,2008,4
2025,JULIO,40101,AREQUIPA,AREQUIPA,AREQUIPA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,1994,1
2025,JULIO,200104,PIURA,PIURA,CASTILLA,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2017,1
2025,JULIO,120601,JUNIN,SATIPO,SATIPO,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2010,1
2025,JULIO,21801,ÁNCASH,SANTA,CHIMBOTE,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2023,1
2025,JULIO,221002,SAN MARTIN,TOCACHE,NUEVO PROGRESO,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2016,1
2025,JULIO,230101,TACNA,TACNA,TACNA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2023,2
2025,JULIO,230101,TACNA,TACNA,TACNA,AUTO,UNIDAD ADMINISTRATIVA,AUTO,COMPRA DIRECTA,OPERATIVO,2008,1
2025,JULIO,190113,PASCO,PASCO,YANACANCHA,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2009,1
2025,JULIO,190110,PASCO,PASCO,TICLACAYAN,AUTO,COMISARIA BASICA,AUTO,COMPRA DIRECTA,OPERATIVO,2014,1
2025,JULIO,40126,AREQUIPA,AREQUIPA,YANAHUARA,AUTO,UNIDAD ESPECIALIZADA,AUTO,COMPRA DIRECTA,OPERATIVO,2014,2
2025,JULIO,150118,LIMA METROPOLITANA,LIMA,LURIGANCHO,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,AFECTACION EN USO,OPERATIVO,2020,1
2025,JULIO,130107,LA LIBERTAD,TRUJILLO,MOCHE,CAMIONETA,UNIDAD ADMINISTRATIVA,CAMIONETA,OTROS,INOPERATIVO IRRECUPERABLE,2008,1
2025,JULIO,210301,PUNO,CARABAYA,MACUSANI,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2016,1
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,OTROS,OPERATIVO,2025,2
2025,JULIO,150102,LIMA METROPOLITANA,LIMA,ANCON,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2016,1
2025,JULIO,130107,LA LIBERTAD,TRUJILLO,MOCHE,CAMIONETA,PATRULLAJE CARRETERAS,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2009,1
2025,JULIO,21801,ÁNCASH,SANTA,CHIMBOTE,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,DONACION,OPERATIVO,2023,1
2025,JULIO,50911,AYACUCHO,SUCRE,SORAS,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2012,1
2025,JULIO,200205,PIURA,AYABACA,MONTERO,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,DONACION,OPERATIVO,2024,1
2025,JULIO,150134,LIMA METROPOLITANA,LIMA,SAN LUIS,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,2016,1
2025,JULIO,81306,CUSCO,URUBAMBA,OLLANTAYTAMBO,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,DONACION,OPERATIVO,2012,1
2025,JULIO,210801,PUNO,MELGAR,AYAVIRI,PORTA TROPAS,COMISARIA BASICA,OTROS,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,1990,1
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,CAMION,UNIDAD ADMINISTRATIVA,OTROS,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,1996,1
2025,JULIO,40102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,MINIBUS,COMISARIA ESPECIALIZADA,OTROS,COMPRA DIRECTA,OPERATIVO,2022,1
2025,JULIO,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,AUTO,PATRULLAJE CARRETERAS,AUTO,OFECOD,INOPERATIVO IRRECUPERABLE,1983,1
2025,JULIO,130107,LA LIBERTAD,TRUJILLO,MOCHE,CAMIONETA,UNIDAD ADMINISTRATIVA,CAMIONETA,OFECOD,INOPERATIVO IRRECUPERABLE,2001,1
2025,JULIO,180301,MOQUEGUA,ILO,ILO,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2016,1
2025,JULIO,200107,PIURA,PIURA,CURA MORI,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2016,1
2025,JULIO,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,AUTO,UNIDAD ESPECIALIZADA,AUTO,OFECOD,OPERATIVO,2015,1
2025,JULIO,150101,LIMA METROPOLITANA,LIMA,LIMA,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2013,4
2025,JULIO,30101,APURÍMAC,ABANCAY,ABANCAY,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,PRONABI,OPERATIVO,2013,1
2025,JULIO,110101,ICA,ICA,ICA,AUTO,UNIDAD ESPECIALIZADA,AUTO,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2014,6
2025,JULIO,150131,LIMA METROPOLITANA,LIMA,SAN ISIDRO,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,PRONABI,OPERATIVO,2010,1
2025,JULIO,150139,LIMA METROPOLITANA,LIMA,SANTA ROSA,CAMIONETA,COMISARIA BASICA,CAMIONETA,ALQUILADO,INOPERATIVO RECUPERABLE,2023,1
2025,JULIO,20101,ÁNCASH,HUARAZ,HUARAZ,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,COMPRA DIRECTA,OPERATIVO,2013,2
2025,JULIO,200111,PIURA,PIURA,LAS LOMAS,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,DONACION,INOPERATIVO IRRECUPERABLE,2010,1
2025,JULIO,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,MOTOCICLETA,COMISARIA BASICA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2018,1
2025,JULIO,40103,AREQUIPA,AREQUIPA,CAYMA,CAMION,COMISARIA BASICA,OTROS,OFECOD,INOPERATIVO IRRECUPERABLE,1997,1
2025,JULIO,150128,LIMA METROPOLITANA,LIMA,RIMAC,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2013,1
2025,JULIO,150124,LIMA METROPOLITANA,LIMA,PUCUSANA,CAMIONETA,COMISARIA BASICA,CAMIONETA,ALQUILADO,OPERATIVO,2023,3
2025,JULIO,150104,LIMA METROPOLITANA,LIMA,BARRANCO,DESLIZADOR,UNIDAD ESPECIALIZADA,OTROS,OFECOD,INOPERATIVO IRRECUPERABLE,1996,1
2025,JULIO,230101,TACNA,TACNA,TACNA,MOTOCICLETA,PUESTO VIGILANCIA DE FRONTERAS,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2013,2
2025,JULIO,150128,LIMA METROPOLITANA,LIMA,RIMAC,AUTO,UNIDAD ESPECIALIZADA,AUTO,COMPRA DIRECTA,OPERATIVO,2014,1
2025,JULIO,50609,AYACUCHO,LUCANAS,LEONCIO PRADO,CAMIONETA,PATRULLAJE CARRETERAS,CAMIONETA,COMPRA DIRECTA,INOPERATIVO IRRECUPERABLE,2009,1
2025,JULIO,160401,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,MOTOR F/B,UNIDAD ESPECIALIZADA,OTROS,DONACION,OPERATIVO,2014,5
2025,JULIO,100602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,CAMIONETA,COMISARIA BASICA,CAMIONETA,COMPRA DIRECTA,OPERATIVO,1996,1
2025,JULIO,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,CAMIONETA,UNIDAD ESPECIALIZADA,CAMIONETA,OTROS,OPERATIVO,2017,1
2025,JULIO,30201,APURÍMAC,ANDAHUAYLAS,ANDAHUAYLAS,MOTOCICLETA,UNIDAD ESPECIALIZADA,MOTOCICLETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2013,1
2025,JULIO,80101,CUSCO,CUSCO,CUSCO,CAMIONETA,UNIDAD ADMINISTRATIVA,CAMIONETA,COMPRA DIRECTA,INOPERATIVO RECUPERABLE,2016,4
