ID;Nº DE INGRESOS;DELITO GENERICO;DELITO ESPECÍFICO;SITUACION JURIDICA;EDAD;SEXO;PAIS;ESTADO CIVIL;GRADO DE INSTRUCCIÓN;OCUPACION GENERICO;OCUPACION ESPECIFICO;NOMBRE DEL PENAL;DEPARTAMENTO;OFICINA REGIONAL;MES;CONTINENTE
16112;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;SENTENCIADO;31;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16113;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;62;MASCULINO;PERÚ;CASADO;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16114;1;DELITOS CONTRA LA LIBERTAD;ACTOS CONTRA EL PUDOR EN MENORES DE 14 AÑOS;SENTENCIADO;28;MASCULINO;PERÚ;SOLTERO;SUPERIOR NO UNIV. INCOMP.;ESTUDIANTES;ESTUDIANTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16115;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO SIMPLE;PROCESADO;42;MASCULINO;PERÚ;CASADO;SECUNDARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16116;2;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;PROCESADO;51;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16117;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;42;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16118;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;35;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16119;1;DELITOS CONTRA LA ADMINISTRACION PUBLICA;PECULADO DOLOSO ;SENTENCIADO;46;MASCULINO;PERÚ;CASADO;SUPERIOR NO UNIV. COMP.;PROFESIONALES;PROFESORES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16120;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;25;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA COMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16121;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TENENCIA ILEGAL DE ARMAS;SENTENCIADO;46;MASCULINO;PERÚ;SOLTERO;SUPERIOR UNIV. INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16122;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;39;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16123;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;SENTENCIADO;25;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16124;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;37;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16125;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;61;MASCULINO;PERÚ;SOLTERO;SUPERIOR UNIV. INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16126;1;DELITOS CONTRA LA ADMINISTRACION PUBLICA;COHECHO PASIVO IMPROPIO;SENTENCIADO;53;MASCULINO;PERÚ;DIVORCIADO;SUPERIOR UNIV. COMP.;TECNICOS;OTROS TÉCNICOS Y OFICINISTAS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16127;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO CALIFICADO - ASESINATO;PROCESADO;21;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16128;2;DELITOS CONTRA LA SEGURIDAD PUBLICA;MICROCOMERCIALIZACIÓN O MICROPRODUCCIÓN;PROCESADO;38;MASCULINO;PERÚ;CONVIVIENTE;SUPERIOR NO UNIV. INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16129;1;DELITOS CONTRA EL PATRIMONIO;HURTO AGRAVADO - GRADO TENTATIVA;SENTENCIADO;60;MASCULINO;PERÚ;VIUDO;SECUNDARIA COMP.;OFICIOS;COMERCIANTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16130;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;29;MASCULINO;PERÚ;SOLTERO;SUPERIOR NO UNIV. INCOMP.;ESTUDIANTES;ESTUDIANTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16131;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;29;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16132;1;DELITOS CONTRA LA LIBERTAD;ACTOS CONTRA EL PUDOR;SENTENCIADO;43;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16133;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;PROCESADO;32;MASCULINO;PERÚ;SOLTERO;SUPERIOR NO UNIV. COMP.;PROFESIONALES;PERSONAL DE LA FF.AA. Y FF.PP.;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16134;3;DELITOS CONTRA EL PATRIMONIO;HURTO AGRAVADO;SENTENCIADO;26;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16135;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO CALIFICADO - ASESINATO;PROCESADO;41;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16136;1;DELITOS AMBIENTALES;ATENTADOS CONTRA LOS RECURSOS FORESTALES;SENTENCIADO;58;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16137;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO CALIFICADO - GRADO TENTATIVA;SENTENCIADO;56;MASCULINO;PERÚ;VIUDO;PRIMARIA COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16138;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;38;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16139;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL;SENTENCIADO;21;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16140;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;FABRICACIÓN, SUMINISTRO O TENENCIA DE MATERIALES PELIGROSOS;PROCESADO;23;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16141;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;PROCESADO;44;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16142;1;DELITOS CONTRA LA LIBERTAD;SECUESTRO;SENTENCIADO;33;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16143;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;53;MASCULINO;PERÚ;CASADO;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16144;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;SENTENCIADO;34;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;COMERCIANTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16145;2;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;53;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA COMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16146;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO GRADO TENTATIVA;SENTENCIADO;30;MASCULINO;PERÚ;CONVIVIENTE;ANALFABETO;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16147;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;28;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16148;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;38;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16149;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;PROMOCIÓN O FAVORECIMIENTO AL TRÁFICO ILÍCITO DE DROGAS;PROCESADO;55;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16150;1;DELITOS CONTRA EL PATRIMONIO;ROBO EN GRADO DE TENTATIVA;PROCESADO;28;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16151;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;40;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;ESTUDIANTES;ESTUDIANTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16152;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO CALIFICADO - ASESINATO;SENTENCIADO;28;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16153;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;31;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16154;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO CALIFICADO - ASESINATO;SENTENCIADO;42;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16155;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;PROCESADO;35;MASCULINO;PERÚ;SOLTERO;SUPERIOR NO UNIV. COMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16156;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;24;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16157;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;27;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16158;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL;SENTENCIADO;33;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;ARTESANOS Y OPERARIOS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16159;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;30;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA COMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16160;1;DELITOS CONTRA LA TRANQUILIDAD PUBLICA;ORGANIZACIÓN CRIMINAL;PROCESADO;37;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16161;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO CALIFICADO - ASESINATO;SENTENCIADO;31;MASCULINO;PERÚ;CONVIVIENTE;SUPERIOR NO UNIV. INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16162;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE PERSONA EN ESTADO DE INCONSCIENCIA O EN LA IMPOSIBILIDAD DE RESISTIR;SENTENCIADO;58;MASCULINO;PERÚ;CONVIVIENTE;SUPERIOR UNIV. COMP.;PROFESIONALES;OTROS PROFESIONALES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16163;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;MICROCOMERCIALIZACIÓN O MICROPRODUCCIÓN;SENTENCIADO;25;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16164;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO CALIFICADO - ASESINATO;SENTENCIADO;56;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16165;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;21;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16166;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;31;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;COMERCIANTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16167;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;35;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;COMERCIANTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16168;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;80;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16169;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;39;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16170;1;DELITOS CONTRA EL PATRIMONIO;HURTO AGRAVADO - GRADO TENTATIVA;PROCESADO;33;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16171;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;24;MASCULINO;PERÚ;SOLTERO;SUPERIOR UNIV. INCOMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16172;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;MICROCOMERCIALIZACIÓN O MICROPRODUCCIÓN;SENTENCIADO;44;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16173;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;56;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16174;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;47;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;COMERCIANTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16175;4;DELITOS CONTRA LA SEGURIDAD PUBLICA;TENENCIA ILEGAL DE ARMAS;SENTENCIADO;40;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16176;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO CALIFICADO - GRADO TENTATIVA;SENTENCIADO;38;MASCULINO;PERÚ;CASADO;PRIMARIA INCOMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16177;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;PROMOCIÓN O FAVORECIMIENTO AL TRÁFICO ILÍCITO DE DROGAS;PROCESADO;30;MASCULINO;VENEZUELA;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16178;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;PROMOCIÓN O FAVORECIMIENTO AL TRÁFICO ILÍCITO DE DROGAS;PROCESADO;29;MASCULINO;PERÚ;SOLTERO;PRIMARIA INCOMP.;ESTUDIANTES;ESTUDIANTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16179;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL;SENTENCIADO;48;MASCULINO;PERÚ;CONVIVIENTE;SUPERIOR UNIV. COMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16180;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;24;MASCULINO;PERÚ;SOLTERO;PRIMARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16181;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;23;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;OBREROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16182;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;PROCESADO;42;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16183;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO CALIFICADO - ASESINATO;SENTENCIADO;70;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16184;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;35;MASCULINO;PERÚ;CONVIVIENTE;SUPERIOR NO UNIV. INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16185;1;DELITOS CONTRA EL PATRIMONIO;HURTO AGRAVADO;PROCESADO;30;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16186;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;LESIONES GRAVES;SENTENCIADO;25;MASCULINO;PERÚ;CONVIVIENTE;SECUNDARIA COMP.;OFICIOS;CONDUCTORES DE VEHÍCULOS DE TRANSPORTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16187;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;54;MASCULINO;PERÚ;SOLTERO;SECUNDARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16188;1;DELITOS CONTRA LA VIDA EL CUERPO Y LA SALUD;HOMICIDIO CALIFICADO - ASESINATO;SENTENCIADO;71;MASCULINO;PERÚ;VIUDO;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16189;1;DELITOS CONTRA LA LIBERTAD;TOCAMIENTOS, ACTOS DE CONNOTACIÓN SEXUAL O ACTOS LIBIDINOSOS EN AGRAVIO DE MENORES AGRAVADO;SENTENCIADO;43;MASCULINO;PERÚ;SOLTERO;SUPERIOR NO UNIV. INCOMP.;OFICIOS;OTROS OFICIOS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16190;2;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;43;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16191;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;PROCESADO;46;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA COMP.;OFICIOS;OTROS OFICIOS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16192;1;DELITOS CONTRA LA LIBERTAD;VIOLACIÓN SEXUAL DE MENOR DE EDAD;SENTENCIADO;36;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;PROFESIONALES;PERSONAL DE LA FF.AA. Y FF.PP.;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16193;1;DELITOS CONTRA EL PATRIMONIO;ROBO AGRAVADO;SENTENCIADO;45;MASCULINO;PERÚ;SOLTERO;SECUNDARIA COMP.;OFICIOS;COMERCIANTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16194;1;DELITOS CONTRA LA SEGURIDAD PUBLICA;TRÁFICO ILÍCITO DE DROGAS;SENTENCIADO;39;FEMENINO;PERÚ;CONVIVIENTE;SECUNDARIA INCOMP.;OFICIOS;COMERCIANTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16195;1;DELITOS CONTRA LA LIBERTAD;ACTOS CONTRA EL PUDOR EN MENORES DE 14 AÑOS;SENTENCIADO;63;MASCULINO;PERÚ;CASADO;SECUNDARIA INCOMP.;OFICIOS;COMERCIANTES;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
16196;1; DELITOS CONTRA LA LIBERTAD ;TOCAMIENTOS, ACTOS DE CONNOTACIÓN SEXUAL O ACTOS LIBIDINOSOS EN AGRAVIO DE MENORES;SENTENCIADO;44;MASCULINO;PERÚ;CONVIVIENTE;PRIMARIA INCOMP.;OFICIOS;TRABAJADORES AGRÍCOLAS Y GANADEROS;E.P. DE CAJAMARCA;Cajamarca;Norte - Chiclayo;JUNIO;América
